2025-12-27T10:57:40.293667521Z [inf]  ✅ [app.js] cors loaded
2025-12-27T10:57:40.293673001Z [inf]  ✅ [app.js] helmet loaded
2025-12-27T10:57:40.293679427Z [inf]  ✅ [app.js] express-rate-limit loaded
2025-12-27T10:57:40.296541255Z [inf]  ✅ [app.js] express-session loaded
2025-12-27T10:57:40.438202721Z [inf]  ✅ [app.js] connect-session-sequelize loaded
2025-12-27T10:57:40.439785409Z [inf]  ✅ [app.js] dotenv configured
2025-12-27T10:57:40.439789944Z [inf]  🛠️ [app.js] About to load models...
2025-12-27T10:57:40.836843642Z [err]      at module.exports (/app/node_modules/@hapi/hoek/lib/assert.js:21:11)
2025-12-27T10:57:40.836854584Z [err]      at exports.Ids.internals.Ids.reach (/app/node_modules/joi/lib/modify.js:85:9)
2025-12-27T10:57:40.836861787Z [err]      at internals.Base.extract (/app/node_modules/joi/lib/base.js:457:26)
2025-12-27T10:57:40.836868552Z [inf]  ✅ [app.js] requestValidator loaded
2025-12-27T10:57:40.836871170Z [err]      at Object.<anonymous> (/app/src/routes/movieRoutes.js:58:39)
2025-12-27T10:57:40.836879722Z [inf]  🛠️ [app.js] About to load routes...
2025-12-27T10:57:40.836888465Z [inf]  🎉 [movieRoutes.js] ALL IMPORTS SUCCESSFUL!
2025-12-27T10:57:40.836890718Z [inf]  🔧 [movieRoutes.js] File loading started...
2025-12-27T10:57:40.836900137Z [inf]  ✅ [movieRoutes.js] express loaded
2025-12-27T10:57:40.836901207Z [err]  ❌ [app.js] FAILED to load movieRoutes: Schema does not contain path page
2025-12-27T10:57:40.836908932Z [inf]  ✅ [movieRoutes.js] movieController loaded
2025-12-27T10:57:40.836911617Z [err]  Stack: Error: Schema does not contain path page
2025-12-27T10:57:40.836918149Z [inf]  ✅ [movieRoutes.js] requestValidator loaded
2025-12-27T10:57:40.836921022Z [err]      at new module.exports (/app/node_modules/@hapi/hoek/lib/error.js:23:19)
2025-12-27T10:57:40.836926473Z [inf]  ✅ Sequelize initialized for production environment
2025-12-27T10:57:40.836927508Z [inf]  ✅ [movieRoutes.js] errorHandler loaded
2025-12-27T10:57:40.836936495Z [inf]  📍 Database: railway at mysql.railway.internal:3306
2025-12-27T10:57:40.836936741Z [inf]  ✅ [movieRoutes.js] Router created
2025-12-27T10:57:40.836945063Z [inf]  ✅ [app.js] models loaded
2025-12-27T10:57:40.836952296Z [inf]  🛠️ [app.js] About to load middleware...
2025-12-27T10:57:40.836962893Z [inf]  ✅ [app.js] logger loaded
2025-12-27T10:57:40.836970660Z [inf]  ✅ [app.js] errorHandler loaded
2025-12-27T10:57:40.842055486Z [err]      at Module._compile (node:internal/modules/cjs/loader:1546:14)
2025-12-27T10:57:40.842063830Z [err]      at Object..js (node:internal/modules/cjs/loader:1689:10)
2025-12-27T10:57:40.842072281Z [err]      at Module.load (node:internal/modules/cjs/loader:1318:32)
2025-12-27T10:57:40.842080049Z [err]      at Function._load (node:internal/modules/cjs/loader:1128:12)
2025-12-27T10:57:40.842088039Z [err]      at TracingChannel.traceSync (node:diagnostics_channel:315:14)
2025-12-27T10:57:40.842096621Z [err]  ❌ UNCAUGHT EXCEPTION:
2025-12-27T10:57:40.842105961Z [err]  Name: Error
2025-12-27T10:57:40.842115204Z [err]  Message: Schema does not contain path page
2025-12-27T10:57:40.842126929Z [err]  Stack: Error: Schema does not contain path page
2025-12-27T10:57:40.842135785Z [err]      at new module.exports (/app/node_modules/@hapi/hoek/lib/error.js:23:19)
2025-12-27T10:57:40.842145530Z [err]      at module.exports (/app/node_modules/@hapi/hoek/lib/assert.js:21:11)
2025-12-27T10:57:40.842154669Z [err]      at exports.Ids.internals.Ids.reach (/app/node_modules/joi/lib/modify.js:85:9)
2025-12-27T10:57:40.842163557Z [err]      at internals.Base.extract (/app/node_modules/joi/lib/base.js:457:26)
2025-12-27T10:57:40.842173637Z [err]      at Object.<anonymous> (/app/src/routes/movieRoutes.js:58:39)
2025-12-27T10:57:40.842183063Z [err]      at Module._compile (node:internal/modules/cjs/loader:1546:14)
2025-12-27T10:57:40.842193464Z [err]      at Object..js (node:internal/modules/cjs/loader:1689:10)
2025-12-27T10:57:40.842202870Z [err]      at Module.load (node:internal/modules/cjs/loader:1318:32)
2025-12-27T10:57:40.842212139Z [err]      at Function._load (node:internal/modules/cjs/loader:1128:12)
2025-12-27T10:57:40.842221156Z [err]      at TracingChannel.traceSync (node:diagnostics_channel:315:14)
2025-12-27T10:57:41.994371374Z [inf]  ✅ Sequelize initialized for production environment
2025-12-27T10:57:41.994381092Z [inf]  📍 Database: railway at mysql.railway.internal:3306
2025-12-27T10:57:41.994414553Z [inf]  ✅ [app.js] express-rate-limit loaded
2025-12-27T10:57:41.994423724Z [inf]  ✅ [app.js] express-session loaded
2025-12-27T10:57:41.994430512Z [inf]  ✅ [app.js] connect-session-sequelize loaded
2025-12-27T10:57:41.994436780Z [inf]  ✅ [app.js] dotenv configured
2025-12-27T10:57:41.994444865Z [inf]  🛠️ [app.js] About to load models...
2025-12-27T10:57:41.994459121Z [inf]  🔧 [app.js] File loading started...
2025-12-27T10:57:41.994464296Z [inf]  ✅ [app.js] express loaded
2025-12-27T10:57:41.994473342Z [inf]  ✅ [app.js] cors loaded
2025-12-27T10:57:41.994479540Z [inf]  ✅ [app.js] helmet loaded
2025-12-27T10:57:42.036679807Z [inf]  ✅ [app.js] models loaded
2025-12-27T10:57:42.036685472Z [inf]  🛠️ [app.js] About to load middleware...
2025-12-27T10:57:42.040566668Z [inf]  ✅ [app.js] logger loaded
2025-12-27T10:57:42.043095735Z [inf]  ✅ [app.js] errorHandler loaded
2025-12-27T10:57:42.146045684Z [inf]  ✅ [app.js] requestValidator loaded
2025-12-27T10:57:42.146056872Z [inf]  🛠️ [app.js] About to load routes...
2025-12-27T10:57:42.146063795Z [inf]  🔧 [movieRoutes.js] File loading started...
2025-12-27T10:57:42.150232794Z [inf]  ✅ [movieRoutes.js] express loaded
2025-12-27T10:57:42.150242868Z [inf]  ✅ [movieRoutes.js] movieController loaded
2025-12-27T10:57:42.156112144Z [inf]  ✅ [movieRoutes.js] requestValidator loaded
2025-12-27T10:57:42.156127802Z [inf]  ✅ [movieRoutes.js] errorHandler loaded
2025-12-27T10:57:42.156135269Z [inf]  ✅ [movieRoutes.js] Router created
2025-12-27T10:57:42.156141540Z [inf]  🎉 [movieRoutes.js] ALL IMPORTS SUCCESSFUL!
2025-12-27T10:57:42.156147966Z [err]  ❌ [app.js] FAILED to load movieRoutes: Schema does not contain path page
2025-12-27T10:57:42.156218794Z [err]  Stack: Error: Schema does not contain path page
2025-12-27T10:57:42.156227606Z [err]      at new module.exports (/app/node_modules/@hapi/hoek/lib/error.js:23:19)
2025-12-27T10:57:42.156234039Z [err]      at module.exports (/app/node_modules/@hapi/hoek/lib/assert.js:21:11)
2025-12-27T10:57:42.156239769Z [err]      at exports.Ids.internals.Ids.reach (/app/node_modules/joi/lib/modify.js:85:9)
2025-12-27T10:57:42.156245781Z [err]      at internals.Base.extract (/app/node_modules/joi/lib/base.js:457:26)
2025-12-27T10:57:42.156251467Z [err]      at Object.<anonymous> (/app/src/routes/movieRoutes.js:58:39)
2025-12-27T10:57:42.156261445Z [err]      at Module._compile (node:internal/modules/cjs/loader:1546:14)
2025-12-27T10:57:42.156268212Z [err]      at Object..js (node:internal/modules/cjs/loader:1689:10)
2025-12-27T10:57:42.156274675Z [err]      at Module.load (node:internal/modules/cjs/loader:1318:32)
2025-12-27T10:57:42.156280416Z [err]      at Function._load (node:internal/modules/cjs/loader:1128:12)
2025-12-27T10:57:42.156286214Z [err]      at TracingChannel.traceSync (node:diagnostics_channel:315:14)
2025-12-27T10:57:42.156303950Z [err]  ❌ UNCAUGHT EXCEPTION:
2025-12-27T10:57:42.156311106Z [err]  Name: Error
2025-12-27T10:57:42.156316988Z [err]  Message: Schema does not contain path page
2025-12-27T10:57:42.156323173Z [err]  Stack: Error: Schema does not contain path page
2025-12-27T10:57:42.156329661Z [err]      at new module.exports (/app/node_modules/@hapi/hoek/lib/error.js:23:19)
2025-12-27T10:57:42.158539618Z [err]      at module.exports (/app/node_modules/@hapi/hoek/lib/assert.js:21:11)
2025-12-27T10:57:42.158549074Z [err]      at exports.Ids.internals.Ids.reach (/app/node_modules/joi/lib/modify.js:85:9)
2025-12-27T10:57:42.158559799Z [err]      at internals.Base.extract (/app/node_modules/joi/lib/base.js:457:26)
2025-12-27T10:57:42.158566195Z [err]      at Object.<anonymous> (/app/src/routes/movieRoutes.js:58:39)
2025-12-27T10:57:42.158572674Z [err]      at Module._compile (node:internal/modules/cjs/loader:1546:14)
2025-12-27T10:57:42.158579568Z [err]      at Object..js (node:internal/modules/cjs/loader:1689:10)
2025-12-27T10:57:42.158586487Z [err]      at Module.load (node:internal/modules/cjs/loader:1318:32)
2025-12-27T10:57:42.158592965Z [err]      at Function._load (node:internal/modules/cjs/loader:1128:12)
2025-12-27T10:57:42.158598510Z [err]      at TracingChannel.traceSync (node:diagnostics_channel:315:14)
2025-12-27T10:57:43.146457545Z [inf]  🔧 [app.js] File loading started...
2025-12-27T10:57:43.219650304Z [inf]  ✅ [app.js] express loaded
2025-12-27T10:57:43.219660614Z [inf]  ✅ [app.js] cors loaded
2025-12-27T10:57:43.224787366Z [inf]  ✅ [app.js] helmet loaded
2025-12-27T10:57:43.224795358Z [inf]  ✅ [app.js] express-rate-limit loaded
2025-12-27T10:57:43.233018646Z [inf]  ✅ [app.js] express-session loaded
2025-12-27T10:57:43.412175466Z [inf]  ✅ [app.js] connect-session-sequelize loaded
2025-12-27T10:57:43.412182959Z [inf]  ✅ [app.js] dotenv configured
2025-12-27T10:57:43.412189360Z [inf]  🛠️ [app.js] About to load models...
2025-12-27T10:57:44.090468292Z [err]      at exports.Ids.internals.Ids.reach (/app/node_modules/joi/lib/modify.js:85:9)
2025-12-27T10:57:44.090475002Z [err]      at internals.Base.extract (/app/node_modules/joi/lib/base.js:457:26)
2025-12-27T10:57:44.090481889Z [err]      at Object.<anonymous> (/app/src/routes/movieRoutes.js:58:39)
2025-12-27T10:57:44.090488552Z [err]      at Module._compile (node:internal/modules/cjs/loader:1546:14)
2025-12-27T10:57:44.090533030Z [err]      at Module._compile (node:internal/modules/cjs/loader:1546:14)
2025-12-27T10:57:44.090539713Z [err]      at Object..js (node:internal/modules/cjs/loader:1689:10)
2025-12-27T10:57:44.090546967Z [err]      at Module.load (node:internal/modules/cjs/loader:1318:32)
2025-12-27T10:57:44.090559704Z [err]      at Function._load (node:internal/modules/cjs/loader:1128:12)
2025-12-27T10:57:44.090567047Z [err]      at TracingChannel.traceSync (node:diagnostics_channel:315:14)
2025-12-27T10:57:44.090573752Z [err]  ❌ UNCAUGHT EXCEPTION:
2025-12-27T10:57:44.090581045Z [err]  Name: Error
2025-12-27T10:57:44.090581931Z [err]      at Object..js (node:internal/modules/cjs/loader:1689:10)
2025-12-27T10:57:44.090588220Z [err]      at TracingChannel.traceSync (node:diagnostics_channel:315:14)
2025-12-27T10:57:44.090593226Z [err]  Message: Schema does not contain path page
2025-12-27T10:57:44.090593917Z [err]      at Module.load (node:internal/modules/cjs/loader:1318:32)
2025-12-27T10:57:44.090602587Z [err]  Stack: Error: Schema does not contain path page
2025-12-27T10:57:44.090603690Z [err]      at Function._load (node:internal/modules/cjs/loader:1128:12)
2025-12-27T10:57:44.090608428Z [err]      at new module.exports (/app/node_modules/@hapi/hoek/lib/error.js:23:19)
2025-12-27T10:57:44.090614478Z [err]      at module.exports (/app/node_modules/@hapi/hoek/lib/assert.js:21:11)
2025-12-27T10:57:44.090886047Z [inf]  ✅ Sequelize initialized for production environment
2025-12-27T10:57:44.090891561Z [inf]  📍 Database: railway at mysql.railway.internal:3306
2025-12-27T10:57:44.090897206Z [inf]  ✅ [app.js] models loaded
2025-12-27T10:57:44.090902906Z [inf]  🛠️ [app.js] About to load middleware...
2025-12-27T10:57:44.090908550Z [inf]  ✅ [app.js] logger loaded
2025-12-27T10:57:44.090915595Z [inf]  ✅ [app.js] errorHandler loaded
2025-12-27T10:57:44.090921730Z [inf]  ✅ [app.js] requestValidator loaded
2025-12-27T10:57:44.090927655Z [inf]  🛠️ [app.js] About to load routes...
2025-12-27T10:57:44.090933427Z [inf]  🔧 [movieRoutes.js] File loading started...
2025-12-27T10:57:44.090940984Z [inf]  ✅ [movieRoutes.js] express loaded
2025-12-27T10:57:44.090947258Z [inf]  ✅ [movieRoutes.js] movieController loaded
2025-12-27T10:57:44.090954446Z [inf]  ✅ [movieRoutes.js] requestValidator loaded
2025-12-27T10:57:44.090962940Z [inf]  ✅ [movieRoutes.js] errorHandler loaded
2025-12-27T10:57:44.090970665Z [inf]  ✅ [movieRoutes.js] Router created
2025-12-27T10:57:44.090977964Z [inf]  🎉 [movieRoutes.js] ALL IMPORTS SUCCESSFUL!
2025-12-27T10:57:44.090984248Z [err]  ❌ [app.js] FAILED to load movieRoutes: Schema does not contain path page
2025-12-27T10:57:44.090991218Z [err]  Stack: Error: Schema does not contain path page
2025-12-27T10:57:44.090997388Z [err]      at new module.exports (/app/node_modules/@hapi/hoek/lib/error.js:23:19)
2025-12-27T10:57:44.091006740Z [err]      at module.exports (/app/node_modules/@hapi/hoek/lib/assert.js:21:11)
2025-12-27T10:57:44.091013487Z [err]      at exports.Ids.internals.Ids.reach (/app/node_modules/joi/lib/modify.js:85:9)
2025-12-27T10:57:44.091019423Z [err]      at internals.Base.extract (/app/node_modules/joi/lib/base.js:457:26)
2025-12-27T10:57:44.091025165Z [err]      at Object.<anonymous> (/app/src/routes/movieRoutes.js:58:39)
2025-12-27T10:57:44.962142206Z [inf]  🔧 [app.js] File loading started...
2025-12-27T10:57:44.962149275Z [inf]  ✅ [app.js] express loaded
2025-12-27T10:57:44.962155817Z [inf]  ✅ [app.js] cors loaded
2025-12-27T10:57:44.962163094Z [inf]  ✅ [app.js] helmet loaded
2025-12-27T10:57:44.962170744Z [inf]  ✅ [app.js] express-rate-limit loaded
2025-12-27T10:57:44.962177872Z [inf]  ✅ [app.js] express-session loaded
2025-12-27T10:57:44.962188814Z [inf]  ✅ [app.js] connect-session-sequelize loaded
2025-12-27T10:57:44.962200894Z [inf]  ✅ [app.js] dotenv configured
2025-12-27T10:57:44.962208693Z [inf]  🛠️ [app.js] About to load models...
2025-12-27T10:57:44.962216475Z [inf]  ✅ Sequelize initialized for production environment
2025-12-27T10:57:44.962223309Z [inf]  📍 Database: railway at mysql.railway.internal:3306
2025-12-27T10:57:44.985693391Z [inf]  ✅ [app.js] models loaded
2025-12-27T10:57:44.985700875Z [inf]  🛠️ [app.js] About to load middleware...
2025-12-27T10:57:45.024075693Z [inf]  ✅ [app.js] logger loaded
2025-12-27T10:57:45.024087440Z [inf]  ✅ [app.js] errorHandler loaded
2025-12-27T10:57:45.128267777Z [err]      at Function._load (node:internal/modules/cjs/loader:1128:12)
2025-12-27T10:57:45.128279620Z [err]      at TracingChannel.traceSync (node:diagnostics_channel:315:14)
2025-12-27T10:57:45.128317790Z [inf]  ✅ [app.js] requestValidator loaded
2025-12-27T10:57:45.128324236Z [inf]  🛠️ [app.js] About to load routes...
2025-12-27T10:57:45.128331112Z [inf]  🔧 [movieRoutes.js] File loading started...
2025-12-27T10:57:45.128336845Z [inf]  ✅ [movieRoutes.js] express loaded
2025-12-27T10:57:45.128344602Z [inf]  ✅ [movieRoutes.js] movieController loaded
2025-12-27T10:57:45.128351460Z [inf]  ✅ [movieRoutes.js] requestValidator loaded
2025-12-27T10:57:45.128359823Z [inf]  ✅ [movieRoutes.js] errorHandler loaded
2025-12-27T10:57:45.128369363Z [inf]  ✅ [movieRoutes.js] Router created
2025-12-27T10:57:45.128376388Z [inf]  🎉 [movieRoutes.js] ALL IMPORTS SUCCESSFUL!
2025-12-27T10:57:45.128384337Z [err]  ❌ [app.js] FAILED to load movieRoutes: Schema does not contain path page
2025-12-27T10:57:45.128391449Z [err]  Stack: Error: Schema does not contain path page
2025-12-27T10:57:45.128398740Z [err]      at new module.exports (/app/node_modules/@hapi/hoek/lib/error.js:23:19)
2025-12-27T10:57:45.128405656Z [err]      at module.exports (/app/node_modules/@hapi/hoek/lib/assert.js:21:11)
2025-12-27T10:57:45.128412495Z [err]      at exports.Ids.internals.Ids.reach (/app/node_modules/joi/lib/modify.js:85:9)
2025-12-27T10:57:45.128420325Z [err]      at internals.Base.extract (/app/node_modules/joi/lib/base.js:457:26)
2025-12-27T10:57:45.128427859Z [err]      at Object.<anonymous> (/app/src/routes/movieRoutes.js:58:39)
2025-12-27T10:57:45.128436390Z [err]      at Module._compile (node:internal/modules/cjs/loader:1546:14)
2025-12-27T10:57:45.128444153Z [err]      at Object..js (node:internal/modules/cjs/loader:1689:10)
2025-12-27T10:57:45.128451626Z [err]      at Module.load (node:internal/modules/cjs/loader:1318:32)
2025-12-27T10:57:45.130170534Z [err]  ❌ UNCAUGHT EXCEPTION:
2025-12-27T10:57:45.130178633Z [err]  Name: Error
2025-12-27T10:57:45.130185751Z [err]  Message: Schema does not contain path page
2025-12-27T10:57:45.130190900Z [err]  Stack: Error: Schema does not contain path page
2025-12-27T10:57:45.130196992Z [err]      at new module.exports (/app/node_modules/@hapi/hoek/lib/error.js:23:19)
2025-12-27T10:57:45.130202933Z [err]      at module.exports (/app/node_modules/@hapi/hoek/lib/assert.js:21:11)
2025-12-27T10:57:45.130212287Z [err]      at exports.Ids.internals.Ids.reach (/app/node_modules/joi/lib/modify.js:85:9)
2025-12-27T10:57:45.130217404Z [err]      at internals.Base.extract (/app/node_modules/joi/lib/base.js:457:26)
2025-12-27T10:57:45.130222779Z [err]      at Object.<anonymous> (/app/src/routes/movieRoutes.js:58:39)
2025-12-27T10:57:45.130228368Z [err]      at Module._compile (node:internal/modules/cjs/loader:1546:14)
2025-12-27T10:57:45.130233511Z [err]      at Object..js (node:internal/modules/cjs/loader:1689:10)
2025-12-27T10:57:45.130238982Z [err]      at Module.load (node:internal/modules/cjs/loader:1318:32)
2025-12-27T10:57:45.130261400Z [err]      at Function._load (node:internal/modules/cjs/loader:1128:12)
2025-12-27T10:57:45.130266450Z [err]      at TracingChannel.traceSync (node:diagnostics_channel:315:14)
2025-12-27T10:57:46.021884470Z [inf]  🔧 [app.js] File loading started...
2025-12-27T10:57:46.087637253Z [inf]  ✅ [app.js] express loaded
2025-12-27T10:57:46.092428947Z [inf]  ✅ [app.js] cors loaded
2025-12-27T10:57:46.092438031Z [inf]  ✅ [app.js] helmet loaded
2025-12-27T10:57:46.092446111Z [inf]  ✅ [app.js] express-rate-limit loaded
2025-12-27T10:57:46.101253685Z [inf]  ✅ [app.js] express-session loaded
2025-12-27T10:57:46.243926163Z [inf]  ✅ [app.js] connect-session-sequelize loaded
2025-12-27T10:57:46.254496010Z [inf]  ✅ [app.js] dotenv configured
2025-12-27T10:57:46.254505273Z [inf]  🛠️ [app.js] About to load models...
2025-12-27T10:57:46.344173208Z [inf]  ✅ Sequelize initialized for production environment
2025-12-27T10:57:46.344178850Z [inf]  📍 Database: railway at mysql.railway.internal:3306
2025-12-27T10:57:46.381995584Z [inf]  ✅ [app.js] models loaded
2025-12-27T10:57:46.382003488Z [inf]  🛠️ [app.js] About to load middleware...
2025-12-27T10:57:46.415591175Z [inf]  ✅ [app.js] logger loaded
2025-12-27T10:57:46.415606495Z [inf]  ✅ [app.js] errorHandler loaded
2025-12-27T10:57:46.911316604Z [err]      at Module.load (node:internal/modules/cjs/loader:1318:32)
2025-12-27T10:57:46.911328223Z [err]      at Function._load (node:internal/modules/cjs/loader:1128:12)
2025-12-27T10:57:46.911350899Z [err]      at TracingChannel.traceSync (node:diagnostics_channel:315:14)
2025-12-27T10:57:46.911425264Z [err]      at module.exports (/app/node_modules/@hapi/hoek/lib/assert.js:21:11)
2025-12-27T10:57:46.911433851Z [err]      at exports.Ids.internals.Ids.reach (/app/node_modules/joi/lib/modify.js:85:9)
2025-12-27T10:57:46.911441579Z [err]      at internals.Base.extract (/app/node_modules/joi/lib/base.js:457:26)
2025-12-27T10:57:46.911452695Z [inf]  🔧 [movieRoutes.js] File loading started...
2025-12-27T10:57:46.911461186Z [inf]  ✅ [movieRoutes.js] express loaded
2025-12-27T10:57:46.911468270Z [inf]  ✅ [movieRoutes.js] errorHandler loaded
2025-12-27T10:57:46.911471648Z [err]      at Object.<anonymous> (/app/src/routes/movieRoutes.js:58:39)
2025-12-27T10:57:46.911473298Z [inf]  ✅ [movieRoutes.js] movieController loaded
2025-12-27T10:57:46.911476008Z [inf]  ✅ [movieRoutes.js] Router created
2025-12-27T10:57:46.911476400Z [inf]  ✅ [app.js] requestValidator loaded
2025-12-27T10:57:46.911482493Z [err]      at Module._compile (node:internal/modules/cjs/loader:1546:14)
2025-12-27T10:57:46.911486126Z [inf]  ✅ [movieRoutes.js] requestValidator loaded
2025-12-27T10:57:46.911487070Z [inf]  🛠️ [app.js] About to load routes...
2025-12-27T10:57:46.911488518Z [inf]  🎉 [movieRoutes.js] ALL IMPORTS SUCCESSFUL!
2025-12-27T10:57:46.911491886Z [err]      at Object..js (node:internal/modules/cjs/loader:1689:10)
2025-12-27T10:57:46.911509006Z [err]  ❌ [app.js] FAILED to load movieRoutes: Schema does not contain path page
2025-12-27T10:57:46.911513346Z [err]  Stack: Error: Schema does not contain path page
2025-12-27T10:57:46.911518178Z [err]      at new module.exports (/app/node_modules/@hapi/hoek/lib/error.js:23:19)
2025-12-27T10:57:46.916382677Z [err]  ❌ UNCAUGHT EXCEPTION:
2025-12-27T10:57:46.916387159Z [err]  Name: Error
2025-12-27T10:57:46.916392230Z [err]  Message: Schema does not contain path page
2025-12-27T10:57:46.916397901Z [err]  Stack: Error: Schema does not contain path page
2025-12-27T10:57:46.916402538Z [err]      at new module.exports (/app/node_modules/@hapi/hoek/lib/error.js:23:19)
2025-12-27T10:57:46.916407695Z [err]      at module.exports (/app/node_modules/@hapi/hoek/lib/assert.js:21:11)
2025-12-27T10:57:46.916412407Z [err]      at exports.Ids.internals.Ids.reach (/app/node_modules/joi/lib/modify.js:85:9)
2025-12-27T10:57:46.916417741Z [err]      at internals.Base.extract (/app/node_modules/joi/lib/base.js:457:26)
2025-12-27T10:57:46.916423572Z [err]      at Object.<anonymous> (/app/src/routes/movieRoutes.js:58:39)
2025-12-27T10:57:46.916437106Z [err]      at Module._compile (node:internal/modules/cjs/loader:1546:14)
2025-12-27T10:57:46.916442621Z [err]      at Object..js (node:internal/modules/cjs/loader:1689:10)
2025-12-27T10:57:46.916451710Z [err]      at Module.load (node:internal/modules/cjs/loader:1318:32)
2025-12-27T10:57:46.916458477Z [err]      at Function._load (node:internal/modules/cjs/loader:1128:12)
2025-12-27T10:57:46.916464634Z [err]      at TracingChannel.traceSync (node:diagnostics_channel:315:14)
